Ind,TeamID,Lineup_1,Lineup_2,Lineup_3,Lineup_4,Lineup_5,OFFApps,DEFApps,RatingOFF,RatingDEF,RatingOFF_mod,RatingDEF_mod,HensatiOFF,HensatiDEF
1934,698,51000101,51000292,51000452,51000470,5100000028,27,32,0.243991760496525,-0.255516500039989,0.146425960949991,0.166857491149559,8.56465782774758,-8.83381417221093
1935,698,51000101,51000292,51000452,51000586,5100000028,3,5,0.274469817496992,-0.424607232107335,0.0574456341878667,0.108953174738727,9.61558482720468,-14.5808790930836
1936,698,51000101,51000292,51000452,5100000028,5100000040,6,4,0.108325447684326,0.0843634561463823,0.121880345074944,0.113300426215945,3.88668931259757,2.71804410898961
1937,698,51000101,51000292,51000470,51000586,5100000028,36,37,-0.113825431067365,0.254834016735237,0.10288427383466,0.205427231275716,-3.77339073875528,8.51200671606797
1938,698,51000101,51000292,51000470,5100000028,5100000040,15,21,-0.118209433329665,0.440764505229504,0.167318984721737,0.209774482752934,-3.92455740738713,14.8314221865772
1939,698,51000101,51000292,51000586,5100000028,5100000040,10,13,-0.141136732756979,-0.393426097373157,0.078338657959613,0.151870166342102,-4.71512348554731,-13.5210930040836
1940,698,51000101,51000312,51000343,51000382,51000452,0,1,0,-0.205195223805829,0.138010015085616,0.0643645469758191,0.151472933876591,-7.12349192164724
1941,698,51000101,51000312,51000343,51000382,51000470,119,109,0.242981845767002,-0.0427906403940218,0.183448654732409,0.160838603512808,8.529834523349,-1.60367618187508
1942,698,51000101,51000312,51000343,51000382,5100000028,29,54,0.478034946280427,-0.248869003077293,0.150883564357712,0.102135944429906,16.6348016356513,-8.60787868693134
1943,698,51000101,51000312,51000343,51000382,5100000040,94,97,-0.0839745264156115,-0.285885341486141,0.158903038857362,0.107281538579194,-2.74408884932492,-9.86599199312906
1944,698,51000101,51000312,51000343,51000470,5100000028,9,10,0.0745391914290603,0.279104433918459,0.168289305139372,0.168575873309931,2.72169087097476,9.33691096423863
1945,698,51000101,51000312,51000343,51000586,5100000028,5,6,-0.228075989371469,0.00687899674929471,0.079308978377248,0.110671556899099,-7.71291340658776,0.0844981241249519
1946,698,51000101,51000312,51000343,5100000028,5100000040,6,7,0.386887700424013,0.0954507970343092,0.143743689264325,0.115018808376317,13.4919142266806,3.09488124904873
1947,698,51000101,51000312,51000382,51000452,51000470,186,178,0.445942148844003,0.393415380597123,0.211249060238736,0.187505608198414,15.5281960763295,13.2221175849483
1948,698,51000101,51000312,51000382,51000452,5100000028,43,39,-0.192081906523825,0.0606632736367233,0.178683969864039,0.128802949115512,-6.47178594611006,1.91252102765779
1949,698,51000101,51000312,51000382,51000452,5100000040,200,176,-0.0400914109838911,-0.0896853870654804,0.186703444363689,0.1339485432648,-1.23093626132429,-3.19753736086276
1950,698,51000101,51000312,51000382,51000470,51000586,70,73,-0.313329796037688,0.101438566771852,0.167707373123405,0.226075348324571,-10.65258660264,3.29839388981954
1951,698,51000101,51000312,51000382,51000470,5100000028,88,101,0.273919635496139,-0.141103733799367,0.224122609510832,0.2252770056525,9.59661376486622,-4.94514690273813
1952,698,51000101,51000312,51000382,51000470,5100000040,286,277,0.167838531737337,0.219116443607625,0.232142084010482,0.230422599801788,5.93878557487932,7.29803591429364
1953,698,51000101,51000312,51000382,51000586,5100000028,14,12,-0.625305818983321,0.3294093240206,0.135142282748708,0.167372689241669,-21.4099661065825,11.0466762820635
1954,698,51000101,51000312,51000382,51000586,5100000040,23,22,0.283011912940516,0.204169228345918,0.143161757248358,0.172518283390957,9.91012849622538,6.79000915584848
1955,698,51000101,51000312,51000382,5100000028,5100000040,95,94,0.489149036562692,0.138623318007544,0.199576993635785,0.171719940718886,17.0180313655471,4.56223122025886
1956,698,51000101,51000312,51000452,51000470,5100000028,5,6,0.0746597588571898,0.427409844251884,0.196089710645699,0.195242877995537,2.72584820834946,14.3775232490289
1957,698,51000101,51000312,51000452,5100000028,5100000040,4,4,0.0196508946742155,0.238664340866855,0.171544094770652,0.141685813061923,0.829063889766736,7.96243090059366
1958,698,51000101,51000312,51000470,51000586,5100000028,28,45,-0.175613528595286,0.121493563573482,0.152548023530368,0.233812618121694,-5.90393271970197,3.98002420271544
1959,698,51000101,51000312,51000470,51000586,5100000040,10,14,0.677186315460863,0.338149954699442,0.160567498030018,0.238958212270982,23.5018256997957,11.3437533089739
1960,698,51000101,51000312,51000470,5100000028,5100000040,24,35,-0.212529510129162,0.598419826088398,0.216982734417445,0.238159869598911,-7.17684856551245,20.1898197345647
1961,698,51000101,51000312,51000586,5100000028,5100000040,28,31,0.16652927859538,-0.242378878075728,0.128002407655321,0.18025555318808,5.89364065386335,-8.38729196835401
1962,698,51000101,51000343,51000382,51000470,5100000040,3,7,-0.0899609855367138,0.227014482748965,0.186383658136031,0.165305833598003,-2.95051052251151,7.56647489458498
1963,698,51000101,51000343,51000382,5100000028,5100000040,3,0,0.0871755147051014,0,0.153818567761334,0.106603174515101,3.15740937181149,-0.14930558838676
1964,698,51000292,51000311,51000312,51000343,51000470,3,4,-0.336483114429286,-0.280407462466532,-0.0354478232506813,0.0444813167821154,-11.4509461379734,-9.67980954557873
1965,698,51000292,51000311,51000312,51000452,51000470,2,1,0.198216970620647,0.182151582541157,-0.00764741774435443,0.071148321467721,6.98627759916876,6.04167222278498
1966,698,51000292,51000311,51000312,51000452,5100000040,6,5,-0.0143943573756059,-0.0653561528122309,-0.0321930336194015,0.0175912565341071,-0.344865097305214,-2.37063403494389
1967,698,51000292,51000311,51000343,51000470,5100000040,1,2,0.217230375394932,-0.196749132030591,-0.0325128198470588,0.0489485468673103,7.64188699147999,-6.83642569887752
1968,698,51000292,51000312,51000343,51000382,51000452,0,1,0,0.183182068336741,0.0650955165982711,0.0184757086638756,0.151472933876591,6.07669642958124
1969,698,51000292,51000312,51000343,51000382,51000470,109,104,0.0762438221349396,-0.29383525370445,0.110534156245064,0.114949765200864,2.78046897592038,-10.1361940383581
1970,698,51000292,51000312,51000343,51000382,51000586,0,1,0,-0.201532618869249,0.0215538294829404,0.0570454487900325,0.151472933876591,-6.99900710753189
1971,698,51000292,51000312,51000343,51000382,5100000028,27,30,-0.374628530274324,-0.21777166545611,0.0779690658703672,0.0562471061179625,-12.7662546373458,-7.55094069872715
1972,698,51000292,51000312,51000343,51000382,5100000040,71,80,0.374585233406325,-0.35865979586847,0.0859885403700173,0.0613927002672505,13.0677075671609,-12.339454073533
1973,698,51000292,51000312,51000343,51000470,5100000028,16,19,-0.402311518541184,0.0462692055202518,0.0953748066520275,0.122687034997987,-13.7208036689606,1.42329466421714
1974,698,51000292,51000312,51000343,51000470,5100000040,0,1,0,0.184882600825902,0.103394281151678,0.127832629147275,0.151472933876591,6.13449421953565
1975,698,51000292,51000312,51000343,51000586,5100000028,1,3,-0.171892568445104,-0.0439701569987395,0.00639447988990352,0.0647827185871555,-5.77562869147372,-1.64376565584968
1976,698,51000292,51000312,51000343,5100000028,5100000040,39,36,0.207777854097636,0.385003590323909,0.0708291907769804,0.0691299700643735,7.31595053679984,12.9362172034793
1977,698,51000292,51000312,51000382,51000452,51000470,47,48,-0.27461517334638,-0.276033482157007,0.138334561751391,0.14161676988647,-9.31765103704717,-9.53114646692195
1978,698,51000292,51000312,51000382,51000452,5100000040,72,77,0.271450264666189,-0.300344016033345,0.113788945876344,0.088059704952856,9.51146632660181,-10.3574142034218
1979,698,51000292,51000312,51000382,51000470,51000586,22,17,0.513362634583032,0.426543858649662,0.0947928746360605,0.180186510012627,17.8529508590433,14.3480900836764
1980,698,51000292,51000312,51000382,51000470,5100000028,42,61,0.438155210656095,0.137439449345316,0.151208111023487,0.179388167340557,15.2596913096165,4.52199382831886
1981,698,51000292,51000312,51000382,51000470,5100000040,68,70,0.0873079816363793,0.29130811557856,0.159227585523137,0.184533761489845,3.16197702107512,9.75169035466866
1982,698,51000292,51000312,51000382,51000586,5100000028,15,19,-0.0116262420680005,0.0904955340211146,0.0622277842613634,0.121483850929725,-0.249416522144127,2.92646150251002
1983,698,51000292,51000312,51000382,51000586,5100000040,11,7,0.317205594010368,0.268792897836806,0.0702472587610135,0.126629445079013,11.0891755282124,8.98644191977568
1984,698,51000292,51000312,51000382,5100000028,5100000040,83,82,-0.0652161323549933,0.303628442782885,0.12666249514844,0.125831102406943,-2.09727259117377,10.1704343001467
1985,698,51000292,51000312,51000452,51000470,5100000028,40,31,-0.235437050489681,-0.65820265264165,0.123175212158354,0.149354039683593,-7.96673332278731,-22.5203328444256
1986,698,51000292,51000312,51000452,51000586,5100000028,2,2,-0.281672191596938,-0.420735568797006,0.0341948853962304,0.0914497232727611,-9.56098712028433,-14.4492887916864
1987,698,51000292,51000312,51000452,5100000028,5100000040,19,17,-0.309258155981141,0.167234258733802,0.0986295962833073,0.095796974749979,-10.5121906296477,5.53466141670246
1988,698,51000292,51000312,51000470,51000586,5100000028,25,20,-0.177701238015076,-0.292267090858616,0.0796335250430236,0.18792377980975,-5.97591992663726,-10.08289523498
1989,698,51000292,51000312,51000470,5100000028,5100000040,27,23,-0.0261233763272085,-0.0873839422153021,0.144068235930101,0.192271031286968,-0.749298447278749,-3.11931572917383
1990,698,51000292,51000312,51000586,5100000028,5100000040,12,21,0.220070495511698,0.0633012796058945,0.0550879091679766,0.134366714876136,7.73981839545252,2.0021817168104
1991,698,51000312,51000343,51000382,51000470,5100000028,4,6,-0.017800469498424,-0.0626959322170085,0.155113434844745,0.142656787982749,-0.462312715209232,-2.28021831388299
1992,698,51000312,51000343,51000382,51000470,5100000040,2,1,-4.19650252463919e-05,0.184882600825902,0.163132909344395,0.147802382132037,0.150025919781708,6.13449421953565
1993,698,51000312,51000343,51000382,51000586,5100000040,18,9,0.0980664734080527,0.135013251793994,0.074152582582271,0.0898980657212053,3.53294520569776,4.43953209509534
1994,698,51000312,51000343,51000470,51000586,5100000028,10,7,-0.00984651460502913,-0.52330626228621,0.0835388488642812,0.151192400451942,-0.188048973599834,-17.9354670538197
1995,698,51000312,51000343,51000470,51000586,5100000040,0,10,0,0.11387073943093,0.0915583233639313,0.15633799460123,0.151472933876591,3.72093924464576
1996,698,51000312,51000343,51000470,5100000028,5100000040,2,2,-0.385934823576816,-0.457298939484509,0.147973559751358,0.15553965192916,-13.1561118022952,-15.6920066065417
1997,698,51000312,51000343,51000586,5100000028,5100000040,2,5,-0.313242068495443,0.325183520313989,0.0589932329892341,0.0976353355183283,-10.6495616315029,10.903049437778
1998,698,51000312,51000382,51000452,51000586,5100000040,4,7,-0.332753991371706,0.0865132444871977,0.101952988088598,0.116565070406811,-11.3223606410223,2.7911112310592
1999,699,8452,8500,8585,10832,26874,2,1,-0.119567851803829,0.18896728067301,-0.301357070716517,-0.0486612027835214,-3.97139761938092,6.27332453847329
2000,699,8452,8500,8585,26922,5100000033,2,2,0.135990429926378,-0.0352126291778492,-0.244746236559954,0.0876418572827982,4.84061747072223,-1.34611432796401
2001,699,8452,8500,8585,30521,5100000033,4,4,0.119700574719468,-0.202656475511531,-0.170992918611014,-0.0572820725869331,4.27891996310464,-7.03720480770138
2002,699,8452,8500,8727,9329,26874,12,15,-0.301301296095163,-0.443383395816922,-0.178216995673154,0.076724980383207,-10.2378267197389,-15.2190443578774
2003,699,8452,8500,8727,9329,26922,19,13,0.0909443622217933,-0.761756348526599,-0.130305866575692,0.121659130378665,3.28736462493237,-26.0399214450006
2004,699,8452,8500,8727,9340,10832,23,30,0.458289077028723,-0.0640009815627947,-0.289195095470867,-0.0375922293079801,15.9539358204832,-2.32457440143123
2005,699,8452,8500,8727,9340,26922,2,3,-0.241991333708444,-0.146295396691214,-0.250577594087967,0.0728889704826009,-8.19273438304456,-5.12160142110197
2006,699,8452,8500,8727,9340,5100000033,12,10,-0.254373257072373,0.116535457118902,-0.280495390411766,0.0537766807628815,-8.61968081103248,3.81150781313757
2007,699,8452,8500,8727,10832,26874,21,21,-0.847657944592713,-0.389110580950241,-0.248614801553875,0.0121924306950893,-29.0769854374409,-13.374416999158
2008,699,8452,8500,8727,10832,26922,1,2,0.192066835840071,-0.0080658384098121,-0.200703672456413,0.0571265806905474,6.77421215513117,-0.423447739264646
2009,699,8452,8500,8727,20024,26874,16,15,-0.0285368176705737,0.167847652716292,-0.20651763141973,0.13043188430504,-0.832517356847351,5.55550948446078
2010,699,8452,8500,8727,20024,26922,7,8,-0.39133871121037,-0.170458204189313,-0.158606502322268,0.175366034300498,-13.342445577314,-5.94284822549107
2011,699,8452,8500,8727,26874,51000269,33,44,-0.308802922294579,0.407187811059534,-0.153320174548868,0.0672802322186417,-10.4964935209946,13.6902156942767
2012,699,8452,8500,8727,26874,51000585,1,2,-0.114630413109923,-0.157975496818869,-0.18950123703943,-0.0834218415896054,-3.80114767098326,-5.51858529416955
2013,699,8452,8500,8727,26874,5100000033,44,36,-0.639287352440742,0.311758316100166,-0.239915096494774,0.103561340765951,-21.8920693785854,10.4467528729131
2014,699,8452,8500,8727,26922,26926,1,1,-0.0850550190252813,0.211224418641294,-0.216677044004807,0.0965151659450712,-2.78134577998157,7.02980134410685
2015,699,8452,8500,8727,26922,5100000033,5,5,-0.327725927065743,0.161232778869287,-0.192003967397312,0.148495490761409,-11.1489857918952,5.33068279539673
2016,699,8452,8500,9329,9340,26926,0,1,0,-0.17043042559268,-0.220868915237994,0.0257936302962126,0.151472933876591,-5.94190408505057
2017,699,8452,8500,9329,10832,26874,10,16,0.0660673711413482,-0.77169520685478,-0.164315249772608,0.0361897050447582,2.42957038984407,-26.3777238978794
2018,699,8452,8500,9329,10832,26922,18,13,0.094110117914013,0.473096212898279,-0.116404120675146,0.0811238550402162,3.39652440931717,15.9303140105308
2019,699,8452,8500,9329,10832,30521,4,2,-0.292282279325368,0.00542513054880095,-0.042650802726206,-0.0638000748295151,-9.92683812122722,0.0350840412929474
2020,699,8452,8500,9329,10832,51000269,7,9,-0.258096150072362,-0.0158806621058655,-0.0597269950530392,0.0257304567731877,-8.74805148668672,-0.689058388513627
2021,699,8452,8500,9329,20024,26874,7,6,-0.22872180567287,0.630522133897966,-0.122218079638463,0.154429158654709,-7.73518207639902,21.2809147037316
2022,699,8452,8500,9329,20024,26922,16,19,0.195804337852355,-0.453078760027389,-0.0743069505410015,0.199363308650167,6.90308657042523,-15.5485709195512
2023,699,8452,8500,9329,20024,51000269,2,5,-0.00207426171326327,0.551543914214433,-0.0176298249188947,0.143969910383138,0.0799494230971768,18.59659871369
2024,699,8452,8500,9329,26874,26926,14,13,0.105207346901512,-0.0363417059682185,-0.180288621321002,0.075578290299282,3.77917273765195,-1.38448945080823
2025,699,8452,8500,9329,26874,51000269,12,22,-0.432103492433623,-0.408906787941025,-0.0690206227676015,0.0912775065683106,-14.7480735415186,-14.0472515500058
2026,699,8452,8500,9329,26874,5100000033,11,11,-0.116824197719843,0.250223082155034,-0.155615544713508,0.12755861511562,-3.87679250219816,8.35529002288
2027,699,8452,8500,9329,26922,26926,10,13,-0.135003391005935,0.175720245051114,-0.13237749222354,0.12051244029474,-4.50363708918777,5.82308357731981
2028,699,8452,8500,9329,26922,51000585,3,4,0.564706882205638,-0.628568373557874,-0.0572905561607016,-0.0144904172444785,19.6233739569652,-21.5131213686962
2029,699,8452,8500,9329,26922,5100000033,14,16,0.298295944592587,0.166115933590475,-0.107704415616046,0.172492765111078,10.4371437689992,5.49665172141777
2030,699,8452,8500,9329,26926,30521,11,1,-0.286936584131804,-0.189860593144825,-0.0586241742746002,-0.0244114895749913,-9.74251090477449,-6.6022976677168
2031,699,8452,8500,9329,30521,5100000033,4,2,-0.315939853108822,0.351351123242158,-0.0339510976671057,0.0275688352413465,-10.7425851037301,11.7924353373666
2032,699,8452,8500,9340,10832,26874,0,1,0,0.096969229027864,-0.284586977284883,-0.0125804548513059,0.151472933876591,3.14648979753744
2033,699,8452,8500,9340,10832,26926,37,34,-0.45310294031783,0.161190597878215,-0.291266721118714,-0.038738919391905,-15.4721645409831,5.32924914559726
2034,699,8452,8500,9340,10832,5100000033,13,7,-0.449427808405872,-0.222901875392858,-0.26659364451122,0.0132414054244328,-15.3454407359589,-7.72530655073882
2035,699,8452,8500,9340,20024,5100000033,6,10,0.26021528660269,0.501767018296008,-0.224496474377075,0.131480859034384,9.12406821309809,16.904778890657
2036,699,8452,8500,9340,26874,26926,3,1,0.0403489076411877,0.0900395566083045,-0.300560348833277,0.0268081304032179,1.54276098212964,2.91096371761174
2037,699,8452,8500,9340,26874,5100000033,3,3,-0.274004543936092,0.326714493952925,-0.275887272225782,0.0787884552195557,-9.29659566157081,10.9550842523863
2038,699,8452,8500,9340,26926,5100000033,7,7,-0.0611350830640082,-0.247166498634102,-0.282567016059614,0.0526299906789566,-1.95655217431958,-8.55001387409704
2039,699,8452,8500,10832,20024,26874,1,1,-0.199595523883707,0.231240736126029,-0.192615885519184,0.0898966089665914,-6.73086621973015,7.71011702229407
2040,699,8452,8500,10832,20024,26922,3,3,-0.0122848755728411,-0.47884464758533,-0.144704756421722,0.134830758962049,-0.272127147462972,-16.4243032954712
2041,699,8452,8500,10832,20024,51000269,1,1,-0.0837500279939663,-0.172317751343424,-0.0880276307996151,0.0794373606950209,-2.73634782263681,-6.00605061445373
2042,699,8452,8500,10832,26874,26926,31,21,-0.50347305867141,-0.87237575213406,-0.250686427201723,0.0110457406111644,-17.2089982683698,-29.7996597007147
2043,699,8452,8500,10832,26874,51000269,16,10,0.0579015668639587,0.0742381386875869,-0.139418428648322,0.0267449568801929,2.14800177845721,2.37390427312346
2044,699,8452,8500,10832,26874,5100000033,13,19,0.124084567296481,-0.341689044216903,-0.226013350594228,0.0630260654275022,4.43008629777393,-11.7626512511364
2045,699,8452,8500,10832,26922,26926,6,6,0.0156611196745059,0.168625184633129,-0.202775298104261,0.0559798906066224,0.691490741029286,5.58193628118393
2046,699,8452,8500,10832,26922,51000269,4,4,-0.073012015126047,-0.0888922855165089,-0.0915072995508599,0.0716791068756509,-2.36608577990747,-3.17058138264292
2047,699,8452,8500,10832,26926,30521,12,12,0.0849722164183357,-0.636771781712218,-0.129021980155321,-0.088944039263109,3.08143649541113,-21.7919392474706
2048,699,8452,8500,10832,26926,51000269,1,0,0.0834731413792369,0,-0.146098172482154,0.000586492339593835,3.02974624387124,-0.14930558838676
2049,699,8452,8500,20024,26874,26922,2,2,0.206421423634244,0.376708557446722,-0.153998384136284,0.200377808757172,7.26917887426102,12.6542851786834
2050,699,8452,8500,20024,26874,26926,0,3,0,0.261696573341267,-0.208589257067578,0.129285194221115,0.151472933876591,8.74525166010374
2051,699,8452,8500,20024,26874,51000269,1,0,-0.184882600825902,0,-0.0973212585141774,0.144984410490144,-6.22354358816788,-0.14930558838676
2052,699,8452,8500,20024,26874,5100000033,18,19,0.240476547712002,0.195028529607181,-0.183916180460084,0.181265519037453,8.44344826297659,6.47933459414196
2053,699,8452,8500,20024,26922,5100000033,2,4,0.101855174220537,-0.189220608385947,-0.136005051362622,0.226199669032911,3.6635850288546,-6.58054583121654
2054,699,8452,8500,20024,51000269,5100000033,8,6,0.187746058592342,0.318107865970939,-0.0793279257405148,0.170806270765882,6.62522557543519,10.6625617163636
2055,699,8452,8500,26874,26926,5100000033,14,21,0.0493644553093653,0.25647421323603,-0.241986722142622,0.102414650682026,1.85362996105554,8.56775380319567
2056,699,8452,8500,26874,51000269,5100000033,8,8,0.405890200097728,0.261106140176966,-0.130718723589222,0.118113866951055,14.1471475955262,8.72518398587237
2057,699,8452,8500,26922,26926,5100000033,2,2,-0.176399381197517,0.0596970944493579,-0.19407559304516,0.147348800677484,-5.9310300414658,1.87968247732983
2058,699,8452,8500,26922,51000269,5100000033,9,8,0.697567814994731,0.0494582094388855,-0.0828075944917596,0.163048016946513,24.2046089562623,1.53168270139239
2059,699,8452,8585,8727,26874,5100000033,1,2,-0.166676893984206,-0.0182946133028504,-0.323539663037567,0.054890359305043,-5.59578477585756,-0.771103891985483
2060,699,8452,8585,8727,26922,5100000033,4,3,0.00279610631485472,-0.132469199112289,-0.275628533940105,0.099824509300501,0.247886679004383,-4.65167587211773
2061,699,8452,8585,9329,9340,26926,3,3,-0.0879388017108271,-0.299620307796112,-0.304493481780787,-0.0228773511646953,-2.88078273177809,-10.3328167688238
2062,699,8452,8585,9329,26926,5100000033,4,0,0.369173185160399,0,-0.245919855090132,0.0527291691141128,12.8810924025551,-0.14930558838676
2063,699,8452,8585,9340,10832,20024,3,3,-0.0410328825762933,-0.551054606057359,-0.316820745978969,-0.00855903249738591,-1.26339954845779,-18.8785792584316
2064,699,8452,8585,9340,10832,26926,1,2,-0.183346629442168,0.0147833935788563,-0.374891287661507,-0.0874099008528129,-6.17058109789052,0.353153189866448
2065,699,8452,8585,9340,26926,5100000033,32,25,-0.127417452537876,0.409122272473375,-0.366191582602407,0.00395900921804864,-4.24206308031372,13.7559642731393
2066,699,8452,8585,10832,26874,5100000033,5,4,-0.139680093261246,0.153644781090271,-0.309637917137021,0.0143550839665943,-4.66489647224006,5.07278151764912
2067,699,8452,8585,10832,30521,5100000033,4,5,0.000233589466191073,-0.201305455424921,-0.187973470090619,-0.0856346959076791,0.15952743278396,-6.99128626413475
2068,699,8452,8585,20024,26874,5100000033,4,3,-0.0526361086036031,-0.452797836927603,-0.267540747002876,0.132594537576545,-1.66349537847465,-15.539022890085
2069,699,8452,8585,20024,26926,5100000033,5,5,-0.234455381075423,-0.0879477132945731,-0.274220490836708,0.106436073035946,-7.93288395725954,-3.13847721102128
2070,699,8452,8585,20024,30521,5100000033,1,5,-0.220944019526498,-0.118614284734605,-0.145876299956475,0.0326047577022717,-7.46699288516873,-4.18077429502853
2071,699,8452,8727,9329,9340,26926,0,1,0,0.108533255571341,-0.251751212618145,0.0379762823139155,0.151472933876591,3.53952855536591
2072,699,8452,8727,9329,10832,26874,1,1,-0.0935229181993432,0.194942025165046,-0.195197547152759,0.0483723570624611,-3.07333105550507,6.47639447649732
2073,699,8452,8727,9329,10832,30521,4,11,-0.32076506000174,0.072103193230572,-0.073533100106357,-0.0516174228118123,-10.9089651390996,2.30134163178899
2074,699,8452,8727,9329,20024,26874,10,4,0.0231740830051054,-0.353673419768771,-0.153100377018614,0.166611810672412,0.950548462784223,-12.1699768537323
2075,699,8452,8727,9329,20024,26922,42,46,0.665499302884815,-0.100054814010013,-0.105189247921152,0.21154596066787,23.0988407897348,-3.54997400309539
2076,699,8452,8727,9329,20024,51000269,0,1,0,-0.181394226687232,-0.0485121222990456,0.156152562400841,0.151472933876591,-6.31454234794974
2077,699,8452,8727,9329,26874,26926,0,1,0,0.184882600825902,-0.211170918701153,0.0877609423169848,0.151472933876591,6.13449421953565
2078,699,8452,8727,9329,26874,5100000033,16,17,-0.508536479113891,-0.278898492076419,-0.186497842093659,0.139741267133323,-17.3835922476555,-9.62852257857808
2079,699,8452,8727,9340,10832,20024,5,4,-0.437425396665229,0.385657086769245,-0.264078476816327,0.0522946009812248,-14.9315804115738,12.9584282759076
2080,699,8452,8727,9340,10832,5100000033,5,5,-0.00903616249344592,-0.0841847687198353,-0.297475941891371,0.0254240574421356,-0.160106873710828,-3.01058204787272
2081,699,8452,8727,9340,20024,5100000033,0,4,0,0.176684640426502,-0.255378771757226,0.143663511052086,0.151472933876591,5.85586149935008
2082,699,8452,8727,9340,26926,5100000033,2,4,-0.333694377540243,-0.251132593196522,-0.313449313439765,0.0648126426966594,-11.3547865011884,-8.68481370998321
2083,699,8452,8727,10832,20024,26874,6,11,0.203643100578169,0.243019249334378,-0.223498182899335,0.102079260984294,7.17337832133209,8.11044576445587
2084,699,8452,8727,10832,20024,26922,16,8,-0.232645560496153,-0.340442025623513,-0.175587053801873,0.147013410979752,-7.87047875502179,-11.7202675159303
2085,699,8452,8727,10832,20024,51000269,5,5,-0.068597716210451,0.189384332073,-0.118909928179766,0.0916200127127237,-2.21387443933536,6.28749930394847
2086,699,8452,8727,10832,26874,26926,4,1,-0.398574334873351,0.189699726984331,-0.281568724581873,0.0232283926288672,-13.5919402306385,6.29821896320459
2087,699,8452,8727,10832,26874,5100000033,1,7,-0.201079474287005,0.450405949517245,-0.256895647974379,0.075208717445205,-6.7820349521942,15.1591161150094
2088,699,8452,8727,10832,26922,26926,1,3,-0.186291923140076,-0.112083597472884,-0.233657595484412,0.0681625426243252,-6.27213903737516,-3.9588089441654
2089,699,8452,8727,10832,26922,5100000033,13,16,-0.254641157084657,0.375361733591403,-0.208984518876917,0.120142867440663,-8.62891838664498,12.6085092568522
2090,699,8452,8727,10832,30521,5100000033,1,2,-0.0971646015680526,0.38510819324352,-0.135231200927977,-0.0247810624290683,-3.19890150691514,12.9397724531525
2091,699,8452,8727,10832,51000269,5100000033,5,5,-0.130873742818496,0.180400348605264,-0.15230739325481,0.0647494691736345,-4.36124091287073,5.98215118932466
2092,699,8452,8727,20024,26874,5100000033,20,18,0.0170462813903298,-0.402804196727124,-0.214798477840235,0.193448171055156,0.739253098247508,-13.8398363507041
2093,699,8452,8727,20024,26922,26926,6,3,-0.299267317258651,-0.36421633532372,-0.191560425350267,0.186401996234276,-10.1676922201682,-12.5283100362123
2094,699,8452,8727,20024,26922,5100000033,106,121,0.0494495864711258,0.0102378053918081,-0.166887348742773,0.238382321050614,1.85656540527981,0.198657493413296
2095,699,8452,8727,26874,26926,5100000033,1,2,-0.18171065533591,-0.203339997445134,-0.272869019522773,0.114597302699729,-6.11417037070233,-7.06043638804426
2096,699,8452,8727,26926,51000269,5100000033,1,3,0.213794395613581,0.130233002402621,-0.168280764803204,0.104138054428158,7.52340949398875,4.27706072097391
2097,699,8452,9329,9340,10832,26926,3,4,0.220100053145037,-0.256052298450955,-0.237849466717599,-0.00255899302453332,7.74083758492759,-8.85202491749943
2098,699,8452,9329,10832,20024,26922,11,9,-0.232957052912053,-0.463750461143262,-0.0912875020206061,0.171010685329421,-7.88121945906307,-15.9112812726215
2099,699,8452,9329,10832,20024,51000269,5,7,-0.323030977104178,0.332009292340359,-0.0346103763984993,0.115617287062393,-10.9870972018308,11.1350441455364
2100,699,8452,9329,10832,26926,30521,7,8,0.40717017120157,0.5291829931877,-0.0756047257542048,-0.0527641128957373,14.1912828299846,17.8365945238687
2101,699,8452,9329,20024,26874,26926,1,4,0.328110787056894,0.098423835463151,-0.155172002666462,0.165465120588487,11.4652021826251,3.19592903950953
2102,699,8452,9329,20024,26874,5100000033,2,3,0.0476288990937286,0.402418728261441,-0.130498926058968,0.217445445404825,1.79378550029939,13.5281238509299
2103,699,8452,9329,20024,26922,5100000033,27,28,0.0329599362508435,0.594819199067424,-0.0825877969615058,0.262379595400283,1.28797867982574,20.0674414291875
2104,699,8452,9329,26926,51000269,5100000033,1,1,-0.188780173605136,0.214160208954799,-0.0839812130219376,0.128135328777827,-6.35793747246248,7.12958314361473
2105,699,8452,9340,10832,20024,26926,1,0,-0.180049885092603,0,-0.266150102464174,0.0511479108972998,-6.05690463724171,-0.14930558838676
2106,699,8452,9340,10832,20024,5100000033,10,8,-0.711514396375629,-0.185087483944486,-0.24147702585668,0.103128235713638,-24.38256116292,-6.44006897479332
2107,699,8452,9340,10832,26926,5100000033,23,23,0.108936087805669,0.0998276036133806,-0.299547567539219,0.0242773673582106,3.90774505740641,3.24364038710727
2108,699,8452,9340,10832,51000269,5100000033,4,5,-0.546721238878402,-0.0485489953594843,-0.188279568985818,0.0399765836272392,-18.7002573816466,-1.79939146099967
2109,699,8452,9340,20024,26922,5100000033,4,13,0.206448561791519,-0.12296996596264,-0.20285952447378,0.213609435504219,7.27011463674072,-4.32881542351672
2110,699,8452,9340,20024,26926,5100000033,7,3,-0.552920241829577,-0.378114803781077,-0.257450397405074,0.142516820968161,-18.9140078701047,-13.0006919317104
