SeasonStr,SeasonStartYear,League,Date,Home,Away,HomeID,AwayID,HomeScore,AwayScore,MatchSec,isMatchCancelled,isRegular
2025-2026,2025,B2,2026/02/28,静岡,山形,1637,710,88,71,第22節,0,0
2025-2026,2025,B2,2026/02/28,神戸,横浜EX,718,714,124,85,第22節,0,0
2025-2026,2025,B2,2026/03/01,鹿児島,岩手,725,709,82,81,第22節,0,0
2025-2026,2025,B2,2026/03/01,福井,愛媛,2891,723,83,97,第22節,0,0
2025-2026,2025,B2,2026/03/01,神戸,横浜EX,718,714,120,114,第22節,0,0
2025-2026,2025,B2,2026/03/01,熊本,奈良,724,719,101,63,第22節,0,0
2025-2026,2025,B2,2026/03/01,青森,福島,708,711,54,92,第22節,0,0
2025-2026,2025,B2,2026/03/01,静岡,山形,1637,710,70,68,第22節,0,0
2025-2026,2025,B2,2026/03/06,横浜EX,静岡,714,1637,96,70,第23節,0,0
2025-2026,2025,B2,2026/03/07,山形,熊本,710,724,66,100,第23節,0,0
2025-2026,2025,B2,2026/03/07,横浜EX,静岡,714,1637,84,71,第23節,0,0
2025-2026,2025,B2,2026/03/07,岩手,信州,709,716,70,94,第23節,0,0
2025-2026,2025,B2,2026/03/07,福島,愛媛,711,723,83,80,第23節,0,0
2025-2026,2025,B2,2026/03/07,福岡,福井,753,2891,73,64,第23節,0,0
2025-2026,2025,B2,2026/03/07,鹿児島,神戸,725,718,81,86,第23節,0,0
2025-2026,2025,B2,2026/03/07,奈良,青森,719,708,81,93,第23節,0,0
2025-2026,2025,B2,2026/03/08,鹿児島,神戸,725,718,78,79,第23節,0,0
2025-2026,2025,B2,2026/03/08,福島,愛媛,711,723,91,93,第23節,0,0
2025-2026,2025,B2,2026/03/08,岩手,信州,709,716,54,84,第23節,0,0
2025-2026,2025,B2,2026/03/08,福岡,福井,753,2891,83,96,第23節,0,0
2025-2026,2025,B2,2026/03/08,奈良,青森,719,708,79,78,第23節,0,0
2025-2026,2025,B2,2026/03/08,山形,熊本,710,724,64,86,第23節,0,0
2025-2026,2025,B2,2026/03/12,横浜EX,福岡,714,753,78,71,第24節,0,0
2025-2026,2025,B2,2026/03/13,横浜EX,福岡,714,753,86,95,第24節,0,0
2025-2026,2025,B2,2026/03/14,信州,青森,716,708,91,65,第24節,0,0
2025-2026,2025,B2,2026/03/14,愛媛,鹿児島,723,725,100,72,第24節,0,0
2025-2026,2025,B2,2026/03/14,福井,岩手,2891,709,72,68,第24節,0,0
2025-2026,2025,B2,2026/03/14,熊本,福島,724,711,88,80,第24節,0,0
2025-2026,2025,B2,2026/03/14,静岡,奈良,1637,719,97,92,第24節,0,0
2025-2026,2025,B2,2026/03/14,神戸,山形,718,710,85,70,第24節,0,0
2025-2026,2025,B2,2026/03/15,福井,岩手,2891,709,75,49,第24節,0,0
2025-2026,2025,B2,2026/03/15,信州,青森,716,708,90,70,第24節,0,0
2025-2026,2025,B2,2026/03/15,神戸,山形,718,710,87,72,第24節,0,0
2025-2026,2025,B2,2026/03/15,熊本,福島,724,711,98,77,第24節,0,0
2025-2026,2025,B2,2026/03/15,愛媛,鹿児島,723,725,75,68,第24節,0,0
2025-2026,2025,B2,2026/03/15,静岡,奈良,1637,719,75,90,第24節,0,0
2025-2026,2025,B2,2026/03/18,青森,横浜EX,708,714,67,109,第25節,0,0
2025-2026,2025,B2,2026/03/18,岩手,山形,709,710,82,83,第25節,0,0
2025-2026,2025,B2,2026/03/18,福井,福島,2891,711,76,85,第25節,0,0
2025-2026,2025,B2,2026/03/18,静岡,愛媛,1637,723,96,97,第25節,0,0
2025-2026,2025,B2,2026/03/18,神戸,奈良,718,719,89,74,第25節,0,0
2025-2026,2025,B2,2026/03/18,熊本,福岡,724,753,89,78,第25節,0,0
2025-2026,2025,B2,2026/03/18,信州,鹿児島,716,725,98,71,第25節,0,0
2025-2026,2025,B2,2026/03/20,横浜EX,福井,714,2891,97,98,第26節,0,0
2025-2026,2025,B2,2026/03/21,横浜EX,福井,714,2891,90,95,第26節,0,0
2025-2026,2025,B2,2026/03/21,青森,神戸,708,718,66,106,第26節,0,0
2025-2026,2025,B2,2026/03/21,岩手,熊本,709,724,62,87,第26節,0,0
2025-2026,2025,B2,2026/03/21,山形,奈良,710,719,82,78,第26節,0,0
2025-2026,2025,B2,2026/03/21,福島,信州,711,716,74,79,第26節,0,0
2025-2026,2025,B2,2026/03/21,福岡,愛媛,753,723,81,93,第26節,0,0
2025-2026,2025,B2,2026/03/21,鹿児島,静岡,725,1637,91,94,第26節,0,0
2025-2026,2025,B2,2026/03/22,鹿児島,静岡,725,1637,95,58,第26節,0,0
2025-2026,2025,B2,2026/03/22,福島,信州,711,716,69,61,第26節,0,0
2025-2026,2025,B2,2026/03/22,岩手,熊本,709,724,51,80,第26節,0,0
2025-2026,2025,B2,2026/03/22,青森,神戸,708,718,53,102,第26節,0,0
2025-2026,2025,B2,2026/03/22,福岡,愛媛,753,723,90,95,第26節,0,0
2025-2026,2025,B2,2026/03/22,山形,奈良,710,719,79,60,第26節,0,0
2025-2026,2025,B2,2026/03/28,信州,福井,716,2891,81,78,第27節,0,0
2025-2026,2025,B2,2026/03/28,愛媛,山形,723,710,83,75,第27節,0,0
2025-2026,2025,B2,2026/03/28,岩手,横浜EX,709,714,79,93,第27節,0,0
2025-2026,2025,B2,2026/03/28,熊本,鹿児島,724,725,91,82,第27節,0,0
2025-2026,2025,B2,2026/03/28,静岡,青森,1637,708,95,78,第27節,0,0
2025-2026,2025,B2,2026/03/28,奈良,福島,719,711,84,96,第27節,0,0
2025-2026,2025,B2,2026/03/28,神戸,福岡,718,753,82,72,第27節,0,0
2025-2026,2025,B2,2026/03/29,岩手,横浜EX,709,714,72,92,第27節,0,0
2025-2026,2025,B2,2026/03/29,信州,福井,716,2891,79,90,第27節,0,0
2025-2026,2025,B2,2026/03/29,神戸,福岡,718,753,74,63,第27節,0,0
2025-2026,2025,B2,2026/03/29,奈良,福島,719,711,84,96,第27節,0,0
2025-2026,2025,B2,2026/03/29,熊本,鹿児島,724,725,73,70,第27節,0,0
2025-2026,2025,B2,2026/03/29,静岡,青森,1637,708,88,78,第27節,0,0
2025-2026,2025,B2,2026/03/29,愛媛,山形,723,710,67,65,第27節,0,0
2025-2026,2025,B2,2026/04/01,福岡,熊本,753,724,80,82,第28節,0,0
2025-2026,2025,B2,2026/04/01,山形,岩手,710,709,82,71,第28節,0,0
2025-2026,2025,B2,2026/04/01,福島,福井,711,2891,89,80,第28節,0,0
2025-2026,2025,B2,2026/04/01,横浜EX,青森,714,708,88,54,第28節,0,0
2025-2026,2025,B2,2026/04/01,奈良,神戸,719,718,62,98,第28節,0,0
2025-2026,2025,B2,2026/04/01,愛媛,静岡,723,1637,88,89,第28節,0,0
2025-2026,2025,B2,2026/04/01,鹿児島,信州,725,716,78,85,第28節,0,0
2025-2026,2025,B2,2026/04/04,神戸,愛媛,718,723,94,87,第29節,0,0
2025-2026,2025,B2,2026/04/04,青森,奈良,708,719,76,67,第29節,0,0
2025-2026,2025,B2,2026/04/04,福島,岩手,711,709,71,93,第29節,0,0
2025-2026,2025,B2,2026/04/04,横浜EX,信州,714,716,79,78,第29節,0,0
2025-2026,2025,B2,2026/04/04,福井,山形,2891,710,85,65,第29節,0,0
2025-2026,2025,B2,2026/04/04,鹿児島,福岡,725,753,82,84,第29節,0,0
2025-2026,2025,B2,2026/04/04,静岡,熊本,1637,724,67,79,第29節,0,0
2025-2026,2025,B2,2026/04/05,神戸,愛媛,718,723,81,74,第29節,0,0
2025-2026,2025,B2,2026/04/05,鹿児島,福岡,725,753,82,79,第29節,0,0
2025-2026,2025,B2,2026/04/05,福島,岩手,711,709,84,73,第29節,0,0
2025-2026,2025,B2,2026/04/05,青森,奈良,708,719,69,93,第29節,0,0
2025-2026,2025,B2,2026/04/05,横浜EX,信州,714,716,81,85,第29節,0,0
2025-2026,2025,B2,2026/04/05,福井,山形,2891,710,93,66,第29節,0,0
2025-2026,2025,B2,2026/04/05,静岡,熊本,1637,724,80,89,第29節,0,0
2025-2026,2025,B2,2026/04/11,静岡,福井,1637,2891,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,信州,岩手,716,709,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,青森,山形,708,710,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,愛媛,福島,723,711,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,熊本,横浜EX,724,714,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,奈良,福岡,719,753,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/11,神戸,鹿児島,718,725,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,静岡,福井,1637,2891,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,信州,岩手,716,709,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,神戸,鹿児島,718,725,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,奈良,福岡,719,753,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,熊本,横浜EX,724,714,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,青森,山形,708,710,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/12,愛媛,福島,723,711,NaN,NaN,第30節,0,0
2025-2026,2025,B2,2026/04/17,福岡,横浜EX,753,714,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,福岡,横浜EX,753,714,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,鹿児島,奈良,725,719,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,信州,愛媛,716,723,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,岩手,福井,709,2891,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,山形,静岡,710,1637,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,福島,青森,711,708,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/18,神戸,熊本,718,724,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,鹿児島,奈良,725,719,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,福島,青森,711,708,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,岩手,福井,709,2891,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,神戸,熊本,718,724,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,信州,愛媛,716,723,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/19,山形,静岡,710,1637,NaN,NaN,第31節,0,0
2025-2026,2025,B2,2026/04/25,岩手,青森,709,708,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,山形,神戸,710,718,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,横浜EX,福島,714,711,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,福井,信州,2891,716,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,愛媛,奈良,723,719,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,熊本,鹿児島,724,725,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/25,福岡,静岡,753,1637,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,岩手,青森,709,708,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,山形,神戸,710,718,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,横浜EX,福島,714,711,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,福井,信州,2891,716,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,熊本,鹿児島,724,725,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,愛媛,奈良,723,719,NaN,NaN,第32節,0,0
2025-2026,2025,B2,2026/04/26,福岡,静岡,753,1637,NaN,NaN,第32節,0,0
