SeasonStr,SeasonStartYear,League,Date,Home,Away,HomeID,AwayID,HomeScore,AwayScore,MatchSec,isMatchCancelled,isRegular
2025-2026,2025,B1,2025/10/03,A東京,宇都宮,706,703,56,81,第1節,0,0
2025-2026,2025,B1,2025/10/04,大阪,三遠,700,697,85,95,第1節,0,0
2025-2026,2025,B1,2025/10/04,佐賀,滋賀,1638,698,92,68,第1節,0,0
2025-2026,2025,B1,2025/10/04,越谷,島根,745,720,74,86,第1節,0,0
2025-2026,2025,B1,2025/10/04,A千葉,長崎,2486,2488,97,94,第1節,0,0
2025-2026,2025,B1,2025/10/04,三河,群馬,728,713,58,75,第1節,0,0
2025-2026,2025,B1,2025/10/04,京都,富山,699,696,94,85,第1節,0,0
2025-2026,2025,B1,2025/10/04,FE名古屋,千葉J,717,704,79,82,第1節,0,0
2025-2026,2025,B1,2025/10/04,名古屋D,北海道,729,702,68,56,第1節,0,0
2025-2026,2025,B1,2025/10/04,仙台,茨城,692,712,86,76,第1節,0,0
2025-2026,2025,B1,2025/10/04,SR渋谷,秋田,726,693,76,69,第1節,0,0
2025-2026,2025,B1,2025/10/04,川崎,広島,727,721,83,91,第1節,0,0
2025-2026,2025,B1,2025/10/04,琉球,横浜BC,701,694,75,77,第1節,0,0
2025-2026,2025,B1,2025/10/05,仙台,茨城,692,712,70,62,第1節,0,0
2025-2026,2025,B1,2025/10/05,名古屋D,北海道,729,702,77,81,第1節,0,0
2025-2026,2025,B1,2025/10/05,京都,富山,699,696,91,96,第1節,0,0
2025-2026,2025,B1,2025/10/05,大阪,三遠,700,697,85,69,第1節,0,0
2025-2026,2025,B1,2025/10/05,佐賀,滋賀,1638,698,97,91,第1節,0,0
2025-2026,2025,B1,2025/10/05,越谷,島根,745,720,61,94,第1節,0,0
2025-2026,2025,B1,2025/10/05,A千葉,長崎,2486,2488,68,102,第1節,0,0
2025-2026,2025,B1,2025/10/05,A東京,宇都宮,706,703,64,66,第1節,0,0
2025-2026,2025,B1,2025/10/05,SR渋谷,秋田,726,693,86,69,第1節,0,0
2025-2026,2025,B1,2025/10/05,三河,群馬,728,713,98,71,第1節,0,0
2025-2026,2025,B1,2025/10/05,FE名古屋,千葉J,717,704,76,102,第1節,0,0
2025-2026,2025,B1,2025/10/05,川崎,広島,727,721,88,114,第1節,0,0
2025-2026,2025,B1,2025/10/05,琉球,横浜BC,701,694,75,79,第1節,0,0
2025-2026,2025,B1,2025/10/10,長崎,佐賀,2488,1638,76,67,第2節,0,0
2025-2026,2025,B1,2025/10/11,千葉J,仙台,704,692,99,78,第2節,0,0
2025-2026,2025,B1,2025/10/11,横浜BC,FE名古屋,694,717,71,90,第2節,0,0
2025-2026,2025,B1,2025/10/11,広島,北海道,721,702,73,94,第2節,0,0
2025-2026,2025,B1,2025/10/11,茨城,群馬,712,713,85,79,第2節,0,0
2025-2026,2025,B1,2025/10/11,宇都宮,島根,703,720,101,81,第2節,0,0
2025-2026,2025,B1,2025/10/11,越谷,A千葉,745,2486,63,77,第2節,0,0
2025-2026,2025,B1,2025/10/11,富山,川崎,696,727,65,100,第2節,0,0
2025-2026,2025,B1,2025/10/11,三遠,SR渋谷,697,726,73,83,第2節,0,0
2025-2026,2025,B1,2025/10/11,三河,秋田,728,693,78,79,第2節,0,0
2025-2026,2025,B1,2025/10/11,名古屋D,大阪,729,700,85,66,第2節,0,0
2025-2026,2025,B1,2025/10/11,長崎,佐賀,2488,1638,85,73,第2節,0,0
2025-2026,2025,B1,2025/10/11,琉球,A東京,701,706,83,68,第2節,0,0
2025-2026,2025,B1,2025/10/12,広島,北海道,721,702,97,98,第2節,0,0
2025-2026,2025,B1,2025/10/12,千葉J,仙台,704,692,80,67,第2節,0,0
2025-2026,2025,B1,2025/10/12,横浜BC,FE名古屋,694,717,88,91,第2節,0,0
2025-2026,2025,B1,2025/10/12,富山,川崎,696,727,88,78,第2節,0,0
2025-2026,2025,B1,2025/10/12,茨城,群馬,712,713,56,76,第2節,0,0
2025-2026,2025,B1,2025/10/12,宇都宮,島根,703,720,93,76,第2節,0,0
2025-2026,2025,B1,2025/10/12,越谷,A千葉,745,2486,64,75,第2節,0,0
2025-2026,2025,B1,2025/10/12,三遠,SR渋谷,697,726,91,74,第2節,0,0
2025-2026,2025,B1,2025/10/12,三河,秋田,728,693,94,76,第2節,0,0
2025-2026,2025,B1,2025/10/12,名古屋D,大阪,729,700,87,70,第2節,0,0
2025-2026,2025,B1,2025/10/12,滋賀,京都,698,699,92,71,第2節,0,0
2025-2026,2025,B1,2025/10/12,琉球,A東京,701,706,82,76,第2節,0,0
2025-2026,2025,B1,2025/10/13,滋賀,京都,698,699,72,64,第2節,0,0
2025-2026,2025,B1,2025/10/15,茨城,SR渋谷,712,726,82,84,第3節,0,0
2025-2026,2025,B1,2025/10/15,宇都宮,千葉J,703,704,78,81,第3節,0,0
2025-2026,2025,B1,2025/10/15,群馬,北海道,713,702,99,72,第3節,0,0
2025-2026,2025,B1,2025/10/15,A東京,秋田,706,693,86,75,第3節,0,0
2025-2026,2025,B1,2025/10/15,川崎,仙台,727,692,68,69,第3節,0,0
2025-2026,2025,B1,2025/10/15,横浜BC,越谷,694,745,70,72,第3節,0,0
2025-2026,2025,B1,2025/10/15,富山,名古屋D,696,729,69,82,第3節,0,0
2025-2026,2025,B1,2025/10/15,三遠,A千葉,697,2486,98,79,第3節,0,0
2025-2026,2025,B1,2025/10/15,FE名古屋,大阪,717,700,73,87,第3節,0,0
2025-2026,2025,B1,2025/10/15,滋賀,琉球,698,701,92,86,第3節,0,0
2025-2026,2025,B1,2025/10/15,京都,広島,699,721,57,82,第3節,0,0
2025-2026,2025,B1,2025/10/15,島根,佐賀,720,1638,79,87,第3節,0,0
2025-2026,2025,B1,2025/10/15,長崎,三河,2488,728,107,82,第3節,0,0
2025-2026,2025,B1,2025/10/18,仙台,三遠,692,697,82,79,第4節,0,0
2025-2026,2025,B1,2025/10/18,千葉J,群馬,704,713,80,79,第4節,0,0
2025-2026,2025,B1,2025/10/18,滋賀,大阪,698,700,71,70,第4節,0,0
2025-2026,2025,B1,2025/10/18,広島,佐賀,721,1638,114,92,第4節,0,0
2025-2026,2025,B1,2025/10/18,越谷,京都,745,699,64,62,第4節,0,0
2025-2026,2025,B1,2025/10/18,A千葉,富山,2486,696,95,99,第4節,0,0
2025-2026,2025,B1,2025/10/18,川崎,名古屋D,727,729,72,86,第4節,0,0
2025-2026,2025,B1,2025/10/18,三河,宇都宮,728,703,82,90,第4節,0,0
2025-2026,2025,B1,2025/10/18,島根,横浜BC,720,694,81,66,第4節,0,0
2025-2026,2025,B1,2025/10/18,秋田,琉球,693,701,69,100,第4節,0,0
2025-2026,2025,B1,2025/10/18,北海道,FE名古屋,702,717,74,91,第4節,0,0
2025-2026,2025,B1,2025/10/18,A東京,茨城,706,712,81,68,第4節,0,0
2025-2026,2025,B1,2025/10/18,SR渋谷,長崎,726,2488,76,85,第4節,0,0
2025-2026,2025,B1,2025/10/19,北海道,FE名古屋,702,717,90,74,第4節,0,0
2025-2026,2025,B1,2025/10/19,仙台,三遠,692,697,87,86,第4節,0,0
2025-2026,2025,B1,2025/10/19,秋田,琉球,693,701,69,89,第4節,0,0
2025-2026,2025,B1,2025/10/19,滋賀,大阪,698,700,72,80,第4節,0,0
2025-2026,2025,B1,2025/10/19,島根,横浜BC,720,694,101,82,第4節,0,0
2025-2026,2025,B1,2025/10/19,広島,佐賀,721,1638,91,79,第4節,0,0
2025-2026,2025,B1,2025/10/19,越谷,京都,745,699,67,73,第4節,0,0
2025-2026,2025,B1,2025/10/19,A千葉,富山,2486,696,86,84,第4節,0,0
2025-2026,2025,B1,2025/10/19,川崎,名古屋D,727,729,73,90,第4節,0,0
2025-2026,2025,B1,2025/10/19,三河,宇都宮,728,703,92,98,第4節,0,0
2025-2026,2025,B1,2025/10/19,SR渋谷,長崎,726,2488,69,92,第4節,0,0
2025-2026,2025,B1,2025/10/19,A東京,茨城,706,712,94,84,第4節,0,0
2025-2026,2025,B1,2025/10/19,千葉J,群馬,704,713,84,70,第4節,0,0
2025-2026,2025,B1,2025/10/25,秋田,島根,693,720,93,101,第5節,0,0
2025-2026,2025,B1,2025/10/25,横浜BC,茨城,694,712,80,75,第5節,0,0
2025-2026,2025,B1,2025/10/25,佐賀,越谷,1638,745,78,94,第5節,0,0
2025-2026,2025,B1,2025/10/25,北海道,仙台,702,692,87,85,第5節,0,0
2025-2026,2025,B1,2025/10/25,宇都宮,滋賀,703,698,77,84,第5節,0,0
2025-2026,2025,B1,2025/10/25,富山,長崎,696,2488,71,91,第5節,0,0
2025-2026,2025,B1,2025/10/25,三遠,川崎,697,727,82,63,第5節,0,0
2025-2026,2025,B1,2025/10/25,三河,FE名古屋,728,717,80,75,第5節,0,0
2025-2026,2025,B1,2025/10/25,名古屋D,A千葉,729,2486,87,75,第5節,0,0
2025-2026,2025,B1,2025/10/25,京都,A東京,699,706,72,78,第5節,0,0
2025-2026,2025,B1,2025/10/25,大阪,広島,700,721,97,102,第5節,0,0
2025-2026,2025,B1,2025/10/25,琉球,群馬,701,713,83,89,第5節,0,0
2025-2026,2025,B1,2025/10/25,千葉J,SR渋谷,704,726,84,63,第5節,0,0
2025-2026,2025,B1,2025/10/26,北海道,仙台,702,692,97,95,第5節,0,0
2025-2026,2025,B1,2025/10/26,秋田,島根,693,720,76,79,第5節,0,0
2025-2026,2025,B1,2025/10/26,富山,長崎,696,2488,67,91,第5節,0,0
2025-2026,2025,B1,2025/10/26,京都,A東京,699,706,73,94,第5節,0,0
2025-2026,2025,B1,2025/10/26,佐賀,越谷,1638,745,76,73,第5節,0,0
2025-2026,2025,B1,2025/10/26,宇都宮,滋賀,703,698,97,79,第5節,0,0
2025-2026,2025,B1,2025/10/26,三遠,川崎,697,727,79,63,第5節,0,0
2025-2026,2025,B1,2025/10/26,三河,FE名古屋,728,717,89,73,第5節,0,0
2025-2026,2025,B1,2025/10/26,名古屋D,A千葉,729,2486,98,68,第5節,0,0
2025-2026,2025,B1,2025/10/26,大阪,広島,700,721,83,73,第5節,0,0
2025-2026,2025,B1,2025/10/26,横浜BC,茨城,694,712,81,69,第5節,0,0
2025-2026,2025,B1,2025/10/26,琉球,群馬,701,713,85,81,第5節,0,0
2025-2026,2025,B1,2025/10/26,千葉J,SR渋谷,704,726,95,72,第5節,0,0
2025-2026,2025,B1,2025/10/29,仙台,滋賀,692,698,76,79,第6節,0,0
2025-2026,2025,B1,2025/10/29,秋田,千葉J,693,704,50,69,第6節,0,0
2025-2026,2025,B1,2025/10/29,茨城,宇都宮,712,703,65,68,第6節,0,0
2025-2026,2025,B1,2025/10/29,群馬,川崎,713,727,79,83,第6節,0,0
2025-2026,2025,B1,2025/10/29,A千葉,A東京,2486,706,94,98,第6節,0,0
2025-2026,2025,B1,2025/10/29,SR渋谷,北海道,726,702,58,84,第6節,0,0
2025-2026,2025,B1,2025/10/29,横浜BC,広島,694,721,79,94,第6節,0,0
2025-2026,2025,B1,2025/10/29,富山,越谷,696,745,66,78,第6節,0,0
2025-2026,2025,B1,2025/10/29,三遠,佐賀,697,1638,73,85,第6節,0,0
2025-2026,2025,B1,2025/10/29,三河,琉球,728,701,82,77,第6節,0,0
2025-2026,2025,B1,2025/10/29,FE名古屋,名古屋D,717,729,76,84,第6節,0,0
2025-2026,2025,B1,2025/10/29,大阪,島根,700,720,78,82,第6節,0,0
2025-2026,2025,B1,2025/10/29,長崎,京都,2488,699,91,73,第6節,0,0
2025-2026,2025,B1,2025/11/01,仙台,SR渋谷,692,726,84,75,第7節,0,0
2025-2026,2025,B1,2025/11/01,滋賀,秋田,698,693,65,66,第7節,0,0
2025-2026,2025,B1,2025/11/01,大阪,北海道,700,702,84,69,第7節,0,0
2025-2026,2025,B1,2025/11/01,茨城,富山,712,696,88,83,第7節,0,0
2025-2026,2025,B1,2025/11/01,宇都宮,FE名古屋,703,717,93,81,第7節,0,0
2025-2026,2025,B1,2025/11/01,群馬,横浜BC,713,694,87,80,第7節,0,0
2025-2026,2025,B1,2025/11/01,越谷,琉球,745,701,65,68,第7節,0,0
2025-2026,2025,B1,2025/11/01,名古屋D,広島,729,721,75,64,第7節,0,0
2025-2026,2025,B1,2025/11/01,京都,三遠,699,697,82,70,第7節,0,0
2025-2026,2025,B1,2025/11/01,島根,A千葉,720,2486,69,66,第7節,0,0
2025-2026,2025,B1,2025/11/01,佐賀,三河,1638,728,67,92,第7節,0,0
2025-2026,2025,B1,2025/11/01,川崎,長崎,727,2488,71,93,第7節,0,0
2025-2026,2025,B1,2025/11/01,A東京,千葉J,706,704,78,69,第7節,0,0
2025-2026,2025,B1,2025/11/02,仙台,SR渋谷,692,726,85,64,第7節,0,0
2025-2026,2025,B1,2025/11/02,滋賀,秋田,698,693,89,73,第7節,0,0
2025-2026,2025,B1,2025/11/02,京都,三遠,699,697,61,71,第7節,0,0
2025-2026,2025,B1,2025/11/02,島根,A千葉,720,2486,68,62,第7節,0,0
2025-2026,2025,B1,2025/11/02,茨城,富山,712,696,86,96,第7節,0,0
2025-2026,2025,B1,2025/11/02,宇都宮,FE名古屋,703,717,88,78,第7節,0,0
2025-2026,2025,B1,2025/11/02,群馬,横浜BC,713,694,89,82,第7節,0,0
2025-2026,2025,B1,2025/11/02,越谷,琉球,745,701,59,77,第7節,0,0
2025-2026,2025,B1,2025/11/02,名古屋D,広島,729,721,100,69,第7節,0,0
2025-2026,2025,B1,2025/11/02,大阪,北海道,700,702,82,102,第7節,0,0
2025-2026,2025,B1,2025/11/02,川崎,長崎,727,2488,79,99,第7節,0,0
2025-2026,2025,B1,2025/11/02,佐賀,三河,1638,728,72,81,第7節,0,0
2025-2026,2025,B1,2025/11/02,A東京,千葉J,706,704,69,81,第7節,0,0
2025-2026,2025,B1,2025/11/05,秋田,名古屋D,693,729,58,88,第8節,0,0
2025-2026,2025,B1,2025/11/05,茨城,北海道,712,702,78,84,第8節,0,0
2025-2026,2025,B1,2025/11/05,宇都宮,横浜BC,703,694,86,76,第8節,0,0
2025-2026,2025,B1,2025/11/05,越谷,川崎,745,727,76,65,第8節,0,0
2025-2026,2025,B1,2025/11/05,A千葉,群馬,2486,713,79,88,第8節,0,0
2025-2026,2025,B1,2025/11/05,A東京,仙台,706,692,94,80,第8節,0,0
2025-2026,2025,B1,2025/11/05,SR渋谷,島根,726,720,77,74,第8節,0,0
2025-2026,2025,B1,2025/11/05,三河,千葉J,728,704,79,83,第8節,0,0
2025-2026,2025,B1,2025/11/05,FE名古屋,京都,717,699,81,77,第8節,0,0
2025-2026,2025,B1,2025/11/05,広島,三遠,721,697,84,72,第8節,0,0
2025-2026,2025,B1,2025/11/05,佐賀,滋賀,1638,698,77,83,第8節,0,0
2025-2026,2025,B1,2025/11/05,長崎,大阪,2488,700,100,96,第8節,0,0
2025-2026,2025,B1,2025/11/05,琉球,富山,701,696,91,81,第8節,0,0
2025-2026,2025,B1,2025/11/08,北海道,滋賀,702,698,95,83,第9節,0,0
2025-2026,2025,B1,2025/11/08,秋田,群馬,693,713,48,81,第9節,0,0
2025-2026,2025,B1,2025/11/08,横浜BC,富山,694,696,86,89,第9節,0,0
2025-2026,2025,B1,2025/11/08,広島,宇都宮,721,703,70,84,第9節,0,0
2025-2026,2025,B1,2025/11/08,佐賀,大阪,1638,700,87,82,第9節,0,0
2025-2026,2025,B1,2025/11/08,A千葉,川崎,2486,727,101,71,第9節,0,0
2025-2026,2025,B1,2025/11/08,三遠,琉球,697,701,69,92,第9節,0,0
2025-2026,2025,B1,2025/11/08,京都,茨城,699,712,87,80,第9節,0,0
2025-2026,2025,B1,2025/11/08,長崎,名古屋D,2488,729,91,96,第9節,0,0
2025-2026,2025,B1,2025/11/08,FE名古屋,越谷,717,745,85,69,第9節,0,0
2025-2026,2025,B1,2025/11/08,SR渋谷,A東京,726,706,83,66,第9節,0,0
2025-2026,2025,B1,2025/11/08,千葉J,島根,704,720,78,64,第9節,0,0
2025-2026,2025,B1,2025/11/09,三遠,琉球,697,701,83,81,第9節,0,0
2025-2026,2025,B1,2025/11/09,北海道,滋賀,702,698,108,99,第9節,0,0
2025-2026,2025,B1,2025/11/09,秋田,群馬,693,713,55,76,第9節,0,0
2025-2026,2025,B1,2025/11/09,SR渋谷,A東京,726,706,90,91,第9節,0,0
2025-2026,2025,B1,2025/11/09,横浜BC,富山,694,696,107,94,第9節,0,0
2025-2026,2025,B1,2025/11/09,京都,茨城,699,712,73,62,第9節,0,0
2025-2026,2025,B1,2025/11/09,広島,宇都宮,721,703,103,76,第9節,0,0
2025-2026,2025,B1,2025/11/09,佐賀,大阪,1638,700,81,83,第9節,0,0
2025-2026,2025,B1,2025/11/09,A千葉,川崎,2486,727,88,76,第9節,0,0
2025-2026,2025,B1,2025/11/09,三河,仙台,728,692,101,72,第9節,0,0
2025-2026,2025,B1,2025/11/09,長崎,名古屋D,2488,729,95,87,第9節,0,0
2025-2026,2025,B1,2025/11/09,FE名古屋,越谷,717,745,64,82,第9節,0,0
2025-2026,2025,B1,2025/11/09,千葉J,島根,704,720,96,82,第9節,0,0
2025-2026,2025,B1,2025/11/10,三河,仙台,728,692,80,74,第9節,0,0
2025-2026,2025,B1,2025/11/12,北海道,佐賀,702,1638,95,93,第10節,0,0
2025-2026,2025,B1,2025/11/12,仙台,A千葉,692,2486,95,86,第10節,0,0
2025-2026,2025,B1,2025/11/12,秋田,横浜BC,693,694,75,65,第10節,0,0
2025-2026,2025,B1,2025/11/12,群馬,茨城,713,712,94,70,第10節,0,0
2025-2026,2025,B1,2025/11/12,越谷,千葉J,745,704,89,90,第10節,0,0
2025-2026,2025,B1,2025/11/12,A東京,宇都宮,706,703,67,65,第10節,0,0
2025-2026,2025,B1,2025/11/12,川崎,SR渋谷,727,726,60,74,第10節,0,0
2025-2026,2025,B1,2025/11/12,富山,島根,696,720,83,115,第10節,0,0
2025-2026,2025,B1,2025/11/12,三遠,長崎,697,2488,80,86,第10節,0,0
2025-2026,2025,B1,2025/11/12,名古屋D,京都,729,699,72,52,第10節,0,0
2025-2026,2025,B1,2025/11/12,滋賀,FE名古屋,698,717,69,92,第10節,0,0
2025-2026,2025,B1,2025/11/12,大阪,琉球,700,701,86,93,第10節,0,0
2025-2026,2025,B1,2025/11/12,広島,三河,721,728,84,88,第10節,0,0
2025-2026,2025,B1,2025/11/15,仙台,広島,692,721,49,88,第11節,0,0
2025-2026,2025,B1,2025/11/15,宇都宮,千葉J,703,704,84,66,第11節,0,0
2025-2026,2025,B1,2025/11/15,横浜BC,滋賀,694,698,89,80,第11節,0,0
2025-2026,2025,B1,2025/11/15,越谷,三遠,745,697,83,75,第11節,0,0
2025-2026,2025,B1,2025/11/15,A千葉,三河,2486,728,86,89,第11節,0,0
2025-2026,2025,B1,2025/11/15,A東京,名古屋D,706,729,58,79,第11節,0,0
2025-2026,2025,B1,2025/11/15,川崎,茨城,727,712,72,77,第11節,0,0
2025-2026,2025,B1,2025/11/15,富山,大阪,696,700,97,102,第11節,0,0
2025-2026,2025,B1,2025/11/15,島根,北海道,720,702,89,91,第11節,0,0
2025-2026,2025,B1,2025/11/15,FE名古屋,群馬,717,713,67,73,第11節,0,0
2025-2026,2025,B1,2025/11/15,SR渋谷,佐賀,726,1638,70,86,第11節,0,0
2025-2026,2025,B1,2025/11/15,長崎,秋田,2488,693,91,70,第11節,0,0
2025-2026,2025,B1,2025/11/15,琉球,京都,701,699,91,76,第11節,0,0
2025-2026,2025,B1,2025/11/16,宇都宮,千葉J,703,704,89,69,第11節,0,0
2025-2026,2025,B1,2025/11/16,仙台,広島,692,721,80,85,第11節,0,0
2025-2026,2025,B1,2025/11/16,SR渋谷,佐賀,726,1638,94,73,第11節,0,0
2025-2026,2025,B1,2025/11/16,横浜BC,滋賀,694,698,68,91,第11節,0,0
2025-2026,2025,B1,2025/11/16,富山,大阪,696,700,92,97,第11節,0,0
2025-2026,2025,B1,2025/11/16,島根,北海道,720,702,81,97,第11節,0,0
2025-2026,2025,B1,2025/11/16,越谷,三遠,745,697,83,80,第11節,0,0
2025-2026,2025,B1,2025/11/16,A千葉,三河,2486,728,68,70,第11節,0,0
2025-2026,2025,B1,2025/11/16,川崎,茨城,727,712,80,74,第11節,0,0
2025-2026,2025,B1,2025/11/16,FE名古屋,群馬,717,713,78,103,第11節,0,0
2025-2026,2025,B1,2025/11/16,A東京,名古屋D,706,729,66,74,第11節,0,0
2025-2026,2025,B1,2025/11/16,長崎,秋田,2488,693,97,61,第11節,0,0
2025-2026,2025,B1,2025/11/16,琉球,京都,701,699,85,71,第11節,0,0
2025-2026,2025,B1,2025/12/05,三河,滋賀,728,698,98,82,第12節,0,0
2025-2026,2025,B1,2025/12/06,仙台,FE名古屋,692,717,74,67,第12節,0,0
2025-2026,2025,B1,2025/12/06,千葉J,名古屋D,704,729,73,75,第12節,0,0
2025-2026,2025,B1,2025/12/06,大阪,A千葉,700,2486,80,76,第12節,0,0
2025-2026,2025,B1,2025/12/06,広島,琉球,721,701,72,81,第12節,0,0
2025-2026,2025,B1,2025/12/06,佐賀,A東京,1638,706,91,64,第12節,0,0
2025-2026,2025,B1,2025/12/06,茨城,横浜BC,712,694,66,68,第12節,0,0
2025-2026,2025,B1,2025/12/06,宇都宮,秋田,703,693,84,78,第12節,0,0
2025-2026,2025,B1,2025/12/06,富山,群馬,696,713,74,89,第12節,0,0
2025-2026,2025,B1,2025/12/06,三遠,島根,697,720,92,93,第12節,0,0
2025-2026,2025,B1,2025/12/06,三河,滋賀,728,698,105,80,第12節,0,0
2025-2026,2025,B1,2025/12/06,京都,川崎,699,727,78,65,第12節,0,0
2025-2026,2025,B1,2025/12/06,SR渋谷,北海道,726,702,77,80,第12節,0,0
2025-2026,2025,B1,2025/12/06,長崎,越谷,2488,745,91,58,第12節,0,0
2025-2026,2025,B1,2025/12/07,仙台,FE名古屋,692,717,57,70,第12節,0,0
2025-2026,2025,B1,2025/12/07,千葉J,名古屋D,704,729,87,86,第12節,0,0
2025-2026,2025,B1,2025/12/07,SR渋谷,北海道,726,702,94,100,第12節,0,0
2025-2026,2025,B1,2025/12/07,富山,群馬,696,713,91,82,第12節,0,0
2025-2026,2025,B1,2025/12/07,京都,川崎,699,727,77,80,第12節,0,0
2025-2026,2025,B1,2025/12/07,大阪,A千葉,700,2486,68,93,第12節,0,0
2025-2026,2025,B1,2025/12/07,広島,琉球,721,701,68,74,第12節,0,0
2025-2026,2025,B1,2025/12/07,佐賀,A東京,1638,706,90,77,第12節,0,0
2025-2026,2025,B1,2025/12/07,茨城,横浜BC,712,694,77,92,第12節,0,0
2025-2026,2025,B1,2025/12/07,宇都宮,秋田,703,693,86,81,第12節,0,0
2025-2026,2025,B1,2025/12/07,三遠,島根,697,720,99,92,第12節,0,0
2025-2026,2025,B1,2025/12/07,長崎,越谷,2488,745,99,76,第12節,0,0
2025-2026,2025,B1,2025/12/10,秋田,仙台,693,692,65,92,第13節,0,0
2025-2026,2025,B1,2025/12/10,群馬,SR渋谷,713,726,94,92,第13節,0,0
2025-2026,2025,B1,2025/12/10,越谷,茨城,745,712,88,72,第13節,0,0
2025-2026,2025,B1,2025/12/10,A千葉,北海道,2486,702,73,94,第13節,0,0
2025-2026,2025,B1,2025/12/10,千葉J,川崎,704,727,88,69,第13節,0,0
2025-2026,2025,B1,2025/12/10,A東京,横浜BC,706,694,74,67,第13節,0,0
2025-2026,2025,B1,2025/12/10,三遠,滋賀,697,698,93,83,第13節,0,0
2025-2026,2025,B1,2025/12/10,三河,佐賀,728,1638,78,67,第13節,0,0
2025-2026,2025,B1,2025/12/10,FE名古屋,富山,717,696,90,71,第13節,0,0
2025-2026,2025,B1,2025/12/10,京都,島根,699,720,57,81,第13節,0,0
2025-2026,2025,B1,2025/12/10,大阪,宇都宮,700,703,76,86,第13節,0,0
2025-2026,2025,B1,2025/12/10,広島,長崎,721,2488,74,105,第13節,0,0
2025-2026,2025,B1,2025/12/10,琉球,名古屋D,701,729,60,73,第13節,0,0
2025-2026,2025,B1,2025/12/13,名古屋D,茨城,729,712,82,68,第14節,0,0
2025-2026,2025,B1,2025/12/13,仙台,京都,692,699,81,58,第14節,0,0
2025-2026,2025,B1,2025/12/13,秋田,三河,693,728,67,79,第14節,0,0
2025-2026,2025,B1,2025/12/13,横浜BC,大阪,694,700,87,80,第14節,0,0
2025-2026,2025,B1,2025/12/13,滋賀,長崎,698,2488,82,107,第14節,0,0
2025-2026,2025,B1,2025/12/13,佐賀,琉球,1638,701,72,95,第14節,0,0
2025-2026,2025,B1,2025/12/13,北海道,富山,702,696,109,85,第14節,0,0
2025-2026,2025,B1,2025/12/13,宇都宮,三遠,703,697,95,90,第14節,0,0
2025-2026,2025,B1,2025/12/13,群馬,越谷,713,745,87,54,第14節,0,0
2025-2026,2025,B1,2025/12/13,島根,広島,720,721,71,73,第14節,0,0
2025-2026,2025,B1,2025/12/13,FE名古屋,A千葉,717,2486,93,77,第14節,0,0
2025-2026,2025,B1,2025/12/13,SR渋谷,千葉J,726,704,69,93,第14節,0,0
2025-2026,2025,B1,2025/12/13,川崎,A東京,727,706,82,92,第14節,0,0
2025-2026,2025,B1,2025/12/14,名古屋D,茨城,729,712,89,68,第14節,0,0
2025-2026,2025,B1,2025/12/14,北海道,富山,702,696,88,87,第14節,0,0
2025-2026,2025,B1,2025/12/14,仙台,京都,692,699,94,65,第14節,0,0
2025-2026,2025,B1,2025/12/14,秋田,三河,693,728,89,85,第14節,0,0
2025-2026,2025,B1,2025/12/14,SR渋谷,千葉J,726,704,70,80,第14節,0,0
2025-2026,2025,B1,2025/12/14,横浜BC,大阪,694,700,63,71,第14節,0,0
2025-2026,2025,B1,2025/12/14,滋賀,長崎,698,2488,84,106,第14節,0,0
2025-2026,2025,B1,2025/12/14,佐賀,琉球,1638,701,77,102,第14節,0,0
2025-2026,2025,B1,2025/12/14,宇都宮,三遠,703,697,79,93,第14節,0,0
2025-2026,2025,B1,2025/12/14,群馬,越谷,713,745,93,69,第14節,0,0
2025-2026,2025,B1,2025/12/14,川崎,A東京,727,706,67,93,第14節,0,0
2025-2026,2025,B1,2025/12/14,島根,広島,720,721,96,88,第14節,0,0
2025-2026,2025,B1,2025/12/14,FE名古屋,A千葉,717,2486,101,105,第14節,0,0
2025-2026,2025,B1,2025/12/19,川崎,島根,727,720,79,68,第15節,0,0
2025-2026,2025,B1,2025/12/20,千葉J,京都,704,699,81,52,第15節,0,0
2025-2026,2025,B1,2025/12/20,滋賀,越谷,698,745,80,73,第15節,0,0
2025-2026,2025,B1,2025/12/20,大阪,仙台,700,692,68,86,第15節,0,0
2025-2026,2025,B1,2025/12/20,佐賀,横浜BC,1638,694,79,64,第15節,0,0
2025-2026,2025,B1,2025/12/20,茨城,秋田,712,693,81,70,第15節,0,0
2025-2026,2025,B1,2025/12/20,群馬,広島,713,721,65,88,第15節,0,0
2025-2026,2025,B1,2025/12/20,A千葉,宇都宮,2486,703,82,96,第15節,0,0
2025-2026,2025,B1,2025/12/20,A東京,北海道,706,702,81,59,第15節,0,0
2025-2026,2025,B1,2025/12/20,富山,琉球,696,701,90,80,第15節,0,0
2025-2026,2025,B1,2025/12/20,三遠,三河,697,728,94,109,第15節,0,0
2025-2026,2025,B1,2025/12/20,名古屋D,FE名古屋,729,717,78,80,第15節,0,0
2025-2026,2025,B1,2025/12/20,川崎,島根,727,720,69,72,第15節,0,0
2025-2026,2025,B1,2025/12/20,長崎,SR渋谷,2488,726,102,70,第15節,0,0
2025-2026,2025,B1,2025/12/21,千葉J,京都,704,699,89,60,第15節,0,0
2025-2026,2025,B1,2025/12/21,富山,琉球,696,701,78,81,第15節,0,0
2025-2026,2025,B1,2025/12/21,滋賀,越谷,698,745,83,80,第15節,0,0
